,muon_eta,muon_id,muon_iso,muon_phi,muon_pt,passes_trigger
402,-2.0155723,0.0,0.8985955,1.8571749,0.71120584,0
403,-2.0348494,0.0,0.0,-1.2300974,0.81477207,0
404,-0.8957974,0.0,1.2529978,0.96804416,7.023677,0
405,0.12264806,0.0,133.96275,2.3030713,70.21767,0
406,1.7571307,0.0,0.0,0.6162562,1.2775886,0
407,-1.9301541,0.0,3.1776586,-3.0355515,1.1319578,0
408,0.51610583,1.0,76.88419,2.8591366,63.903698,0
409,1.1260412,0.0,45.8805,2.8572688,3.2779117,0
410,1.4570663,0.0,0.5076058,-1.808696,1.7991908,0
411,1.664756,0.0,75.1517,-2.8968089,8.228793,0
412,0.44697917,0.0,104.961525,-1.4683564,19.495466,0
413,0.23895416,0.0,11.875082,0.042233303,4.469698,0
414,2.1183245,0.0,0.0,-0.59027624,0.86955065,0
415,-1.5381991,0.0,1.7424272,1.8393592,1.6940587,0
416,-1.7452726,0.0,0.0,-1.4124826,1.7070518,0
417,1.4990429,0.0,0.0,-1.1817833,5.34534,0
418,-1.4788561,0.0,0.0,0.75110507,1.6329533,0
419,0.13366078,0.0,159.94884,2.516095,8.58093,0
420,1.5854354,0.0,33.814438,-1.7291751,2.4120948,0
421,1.045551,1.0,0.0,2.3199441,60.910717,1
422,-1.5197923,0.0,1.1372043,-2.5723464,91.255516,0
423,2.3261344,0.0,1.3715844,-0.53690624,0.8903694,0
424,0.6054393,0.0,76.95899,0.12547874,3.5194097,0
425,-2.2678192,0.0,0.52996194,2.78985,1.8979598,0
426,1.5255399,1.0,0.0,2.1440163,5.0976014,0
427,-1.5698898,0.0,0.55014646,2.2450714,1.1879592,0
428,1.3691983,0.0,2.6047401,-2.0074713,2.1577551,0
429,0.96953076,1.0,0.93299365,-2.1935375,4.3250046,0
430,-1.8783112,0.0,0.0,-1.5445654,1.9441473,0
431,2.084189,0.0,2.2331603,2.6118548,1.0459082,0
432,-0.66405684,1.0,139.94414,-1.0933684,40.236076,0
433,2.02104,0.0,0.0,2.8758245,0.88863367,0
434,-2.2319763,0.0,0.5139832,1.6829207,25.002018,0
435,-1.9662515,1.0,11.3611965,2.4209042,3.2577868,0
436,1.1060612,0.0,0.9988101,1.2670342,6.973331,0
437,1.5265989,0.0,5.1955676,-1.5275166,1.7504891,0
